CardCode,CardType,GroupCode,CmpPrivate,Balance,ChecksBal,DNotesBal,OrdersBal,GroupNum,CreditLine,DebtLine,Discount,VatStatus,LicTradNum,DdctStatus,DdctPrcnt,ValidUntil,Chrctrstcs,ExMatchNum,InMatchNum,ListNum,DNoteBalFC,OrderBalFC,DNoteBalSy,OrderBalSy,Transfered,BalTrnsfrd,IntrstRate,Commission,CommGrCode,Free_Text,SlpCode,PrevYearAc,Currency,RateDifAct,BalanceSys,BalanceFC,Protected,AvrageLate,City,County,Country,MailCity,MailCounty,MailCountr,Picture,DflAccount,DflBranch,BankCode,AddID,Pager,FatherCard,CardFName,FatherType,QryGroup1,QryGroup2,QryGroup3,QryGroup4,QryGroup5,QryGroup6,QryGroup7,QryGroup8,QryGroup9,QryGroup10,QryGroup11,QryGroup12,QryGroup13,QryGroup14,QryGroup15,QryGroup16,QryGroup17,QryGroup18,QryGroup19,QryGroup20,QryGroup21,QryGroup22,QryGroup23,QryGroup24,QryGroup25,QryGroup26,QryGroup27,QryGroup28,QryGroup29,QryGroup30,QryGroup31,QryGroup32,QryGroup33,QryGroup34,QryGroup35,QryGroup36,QryGroup37,QryGroup38,QryGroup39,QryGroup40,QryGroup41,QryGroup42,QryGroup43,QryGroup44,QryGroup45,QryGroup46,QryGroup47,QryGroup48,QryGroup49,QryGroup50,QryGroup51,QryGroup52,QryGroup53,QryGroup54,QryGroup55,QryGroup56,QryGroup57,QryGroup58,QryGroup59,QryGroup60,QryGroup61,QryGroup62,QryGroup63,QryGroup64,DdctOffice,CreateDate,UpdateDate,ExportCode,DscntObjct,DscntRel,SPGCounter,SPPCounter,DdctFileNo,SCNCounter,MinIntrst,DataSource,OprCount,ExemptNo,Priority,CreditCard,CrCardNum,CardValid,UserSign,LocMth,validFor,validFrom,validTo,frozenFor,frozenFrom,frozenTo,sEmployed,MTHCounter,BNKCounter,DdgKey,DdtKey,ValidComm,FrozenComm,chainStore,DiscInRet,State1,State2,VatGroup,LogInstanc,ObjType,Indicator,ShipType,DebPayAcct,ShipToDef,Block,MailBlock,Password,ECVatGroup,Deleted,IBAN,DocEntry,FormCode,Box1099,PymCode,BackOrder,PartDelivr,DunnLevel,DunnDate,BlockDunn,BankCountr,CollecAuth,DME,InstrucKey,SinglePaym,ISRBillId,PaymBlock,RefDetails,HouseBank,OwnerIdNum,PyBlckDesc,HousBnkCry,HousBnkAct,HousBnkBrn,ProjectCod,SysMatchNo,VatIdUnCmp,AgentCode,TolrncDays,SelfInvoic,DeferrTax,LetterNum,MaxAmount,FromDate,ToDate,WTLiable,CrtfcateNO,ExpireDate,NINum,AccCritria,WTCode,Equ,HldCode,ConnBP,MltMthNum,TypWTReprt,VATRegNum,RepName,Industry,Business,WTTaxCat,IsDomestic,IsResident,AutoCalBCG,OtrCtlAcct,AliasName,Building,MailBuildi,BoEPrsnt,BoEDiscnt,BoEOnClct,UnpaidBoE,ITWTCode,DunTerm,ChannlBP,DfTcnician,Territory,BillToDef,DpmClear,IntrntSite,LangCode,HousActKey,Profession,CDPNum,DflBankKey,BCACode,UseShpdGd,RegNum,VerifNum,BankCtlKey,HousCtlKey,AddrType,InsurOp347,MailAddrTy,StreetNo,MailStrNo,TaxRndRule,VendTID,ThreshOver,SurOver,VendorOcup,OpCode347,DpmIntAct,ResidenNum,UserSign2,PlngGroup,VatIDNum,Affiliate,MivzExpSts,HierchDdct,CertWHT,CertBKeep,WHShaamGrp,IndustryC,DatevAcct,DatevFirst,GTSRegNum,GTSBankAct,GTSBilAddr,HsBnkSwift,HsBnkIBAN,DflSwift,AutoPost,IntrAcc,FeeAcc,CpnNo,NTSWebSite,DflIBAN,Series,Number,EDocExpFrm,TaxIdIdent,Attachment,AtcEntry,DiscRel,NoDiscount,SCAdjust,DflAgrmnt,GlblLocNum,SenderID,RcpntID,MainUsage,SefazCheck,free312,free313,DateFrom,DateTill,RelCode,OKATO,OKTMO,KBKCode,TypeOfOp,OwnerCode,MandateID,SignDate,Remark1,ConCerti,TpCusPres,RoleTypCod,BlockComm,EmplymntCt,ExcptnlEvt,ExpnPrfFnd,EdrsFromBP,EdrsToBP,CreateTS,UpdateTS,EDocGenTyp,eStreet,eStreetNum,eBuildnNum,eZipCode,eCityTown,eCountry,eDistrict,RepFName,RepSName,RepCmpName,RepFisCode,RepAddID,PECAddr,IPACodePA,PriceMode,EffecPrice,TxExMxVdTp,MerchantID,UseBilAddr,NaturalPer,DPPStatus,EnAddID,EncryptIV,EnDflAccnt,EnDflIBAN,EnERD4In,EnERD4Out,DflCustomr,TspEntry,TspLine,FCERelevnt,U_FOB,U_DfltPrty,U_DelTimeSlot,U_ILeadTime,U_RLeadTime,U_BOY_TB_0,
V00003,S,101,C,0,0,0,0,13,5000,5000,0,Y,,N,0,,,,,2,0,0,0,0,N,N,0,0,0,,-1,N,USD,,0,0,N,,IRVINE,,US,,,,,,,-1,,,,,P,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,00:00.0,00:00.0,,-1,L,0,0,,,0,O,,,-1,-1,/aJkEu9+xYoUrzxQe1zMCw==,,21,Y,Y,,,N,,,N,,,-1,-1,,,N,N,CA,,,0,2,,,200400,,,,,,N,,232,,,OUT-CHECK,Y,Y,,,N,,N,,,N,,N,,CBBKUS6L,,-1,US,104000716,,,-1,,,,,N,,0,,,N,,,,N,,N,,,,C,,,,,,Y,Y,N,,,,,,,,,,,,,,Bill-92618,120600,,3,1,,,,,N,,,,,,N,,,,D,,N,N,,A,,1,1,,,N,B,N,N,N,1,,,Y,,,,,,,,,,,,,70,3,,3,,,L,N,N,,,,,,N,,,,,,,,,,,,,,,9,,N,,,0,Y,N,130806,105250,,,,,,,,,,,,,,,,,D,I,,N,N,N,,,,,Y,Y,N,,,N,BREA,0,,,,N,
V00189,S,101,C,0,0,-145,0,13,5000,5000,0,Y,,N,0,,,,,2,0,0,-145,0,N,N,0,0,0,,-1,N,USD,,0,0,N,,SOUTH JORDAN,,US,,,,,,,-1,,,,,P,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,00:00.0,00:00.0,,-1,L,0,0,,,0,O,,,-1,-1,/aJkEu9+xYoUrzxQe1zMCw==,,21,Y,Y,,,N,,,N,,,-1,-1,,,N,N,UT,,,0,2,,,200400,,,,,,N,,418,,,OUT-CHECK,Y,Y,,,N,,N,,,N,,N,,CBBKUS6L,,-1,US,104000716,,,-1,,,,,N,,0,,,N,,,,N,,N,,,,C,,,,,,Y,Y,N,,,,,,,,,,,,,,Bill-84095,120600,,3,1,,,,,N,,,,,,N,,,,D,,N,N,,A,,1,1,,,N,B,N,N,N,1,,,Y,,,,,,,,,,,,,70,189,,3,,,L,N,N,,,,,,N,,,,,,,,,,,,,,,9,,N,,,0,Y,N,130826,105330,,,,,,,,,,,,,,,,,D,I,,N,N,N,,,,,Y,Y,N,,,N,BREA,0,,,,N,
C00134,C,100,C,0,0,0,0,13,2500,2500,0,Y,,N,0,,,,,1,0,0,0,0,N,N,0,0,0,,-1,N,USD,,0,0,N,,HATTERSHEIM AM,,DE,DN IJMUIDEN,,DE,,,,-1,,,,,P,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,00:00.0,00:00.0,,-1,L,0,0,,,0,O,,,-1,-1,/aJkEu9+xYoUrzxQe1zMCw==,,21,Y,Y,,,N,,,N,,,-1,-1,,,N,N,,,,0,2,,,120100,SHIP 1976,,,,,N,,2173,,,,Y,Y,,,N,,N,,,N,,N,,CBBKUS6L,,-1,US,104000716,,,-1,,,,,N,,0,,,N,,,,N,,N,,,,C,,,,,,Y,Y,N,,,,,,,,,,,,,,BILL MAIN 65795,207120,Ferry.Levasier@Kuraray.com,3,1,,,,,N,,,,,,N,,,,D,,N,N,,B,,1,1,,,N,B,N,N,N,1,,,Y,,,,,,,N,,,,,,71,134,,3,,,L,N,N,,,,,,N,,,,,,,,,,,,,,,9,,N,,,0,Y,N,225255,150807,,,,,,,,,,,,,,,,,D,I,,N,N,N,,,,,Y,Y,N,,,N,BREA,0,,,,N,
V00384,S,101,C,0,0,0,0,1,0,0,0,Y,,N,0,,,,,1,0,0,0,0,N,N,0,0,0,,35,N,USD,,0,0,N,,Salem,,US,,,,,,,-1,,,,,P,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,00:00.0,00:00.0,,-1,L,0,0,,,0,I,,,-1,-1,/aJkEu9+xYoUrzxQe1zMCw==,,59,Y,Y,,,N,,,N,,,-1,-1,,,N,N,OR,,,0,2,,,200400,,,,,,N,,3155,,,OUT-CHECK,Y,Y,,,N,,N,,,N,,N,,CBBKUS6L,,-1,US,104000716,,,-1,,,,,N,,0,,,,,,,N,,N,,,,C,,,,,,Y,Y,N,,,,,,,,,,,,,,550 Juneau DR SE,120600,,3,1,,,,,N,,,,,,N,,,,D,,N,N,,A,,1,59,,,N,B,N,N,N,1,,,Y,,,,,,,,,,,,,70,384,,3,,,L,N,N,,,,,,N,,,,,,,,,,,,,,,9,,N,,,0,Y,N,163332,163748,,,,,,,,,,,,,,,,,D,I,,N,N,N,,,,,Y,Y,N,,,N,Brea,0,,,,N,
V00004,S,101,C,0,0,0,0,13,5000,5000,0,Y,,N,0,,,,,2,0,0,0,0,N,N,0,0,0,,-1,N,USD,,0,0,N,,Hacienda Heights,,US,,,,,,,-1,,,,,P,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,00:00.0,00:00.0,,-1,L,0,0,,,0,O,,,-1,-1,/aJkEu9+xYoUrzxQe1zMCw==,,21,Y,Y,,,N,,,N,,,-1,-1,,,N,N,CA,,,0,2,,,200400,,,,,,N,,233,,,OUT-CHECK,Y,Y,,,N,,N,,,N,,N,,CBBKUS6L,,-1,US,104000716,,,-1,,,,,N,,0,,,N,,,,N,,N,,,,C,,,,,,Y,Y,N,,,,,,,,,,,,,,Bill-91745,120600,,3,1,,,,,N,,,,,,N,,,,D,,N,N,,A,,1,1,,,N,B,N,N,N,1,,,Y,,,,,,,,,,,,,70,4,,3,,,L,N,N,,,,,,N,,,,,,,,,,,,,,,9,,N,,,0,Y,N,130807,105250,,,,,,,,,,,,,,,,,D,I,,N,N,N,,,,,Y,Y,N,,,N,BREA,0,,,,N,
C00519,C,103,C,0,-1099.83,0,0,1,0,0,0,Y,,N,0,,,,,1,0,0,0,0,N,N,0,0,0,,-1,N,USD,,0,0,N,,AURORA,,US,AURORA,,US,,,,-1,,,,,P,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,00:00.0,00:00.0,,-1,L,0,0,,,0,I,,,-1,-1,/aJkEu9+xYoUrzxQe1zMCw==,,34,Y,Y,,,N,,,N,,,-1,-1,,,N,N,CO,CO,,0,2,,,120000,SHIP,,,,,N,,2935,,,,Y,Y,,,N,,N,,,N,,N,,CBBKUS6L,,-1,US,104000716,,,-1,,,,,N,,0,,,,,,,N,,N,,,,C,,,,,,Y,Y,N,,,,,,,,,,,,,,BILL,207120,,3,1,,,,,N,,,,,,N,,,,D,,N,N,,B,,1,62,,,N,B,N,N,N,1,,,Y,,,,,,,,,,,,,71,519,,3,,,L,N,N,,,,,,N,,,,,,,,,,,,,,,9,,N,,,0,Y,N,144122,135748,,,,,,,,,,,,,,,,,D,I,,N,N,N,,,,,Y,Y,N,,,N,Brea,0,,,,N,
C00077,C,100,C,0,0,0,0,19,2500,2500,0,Y,,N,0,,,,,1,0,0,0,0,N,N,0,0,0,,-1,N,USD,,0,0,N,,MARYVILLE,,US,MARYVILLE,,US,,,,-1,,,,,P,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,00:00.0,00:00.0,,-1,L,0,0,,,0,O,,,-1,-1,/aJkEu9+xYoUrzxQe1zMCw==,,21,Y,Y,,,N,,,N,,,-1,-1,,,N,N,TN,TN,,0,2,,,120000,SHIP 37804,,,,,N,,2116,,,,Y,Y,,,N,,N,,,N,,N,,CBBKUS6L,,-1,US,104000716,,,-1,,,,,N,,0,,,N,,,,N,,N,,,,C,,,,,,Y,Y,N,,,,,,,,,,,,,,BILL 37804,207120,,3,1,,,,,N,,,,,,N,,,,D,,N,N,,B,,1,1,,,N,B,N,N,N,1,,,Y,,,,,,,N,,,,,,71,77,,3,,,L,N,N,,,,,,N,,,,,,,,,,,,,,,9,,N,,,0,Y,N,225249,150755,,,,,,,,,,,,,,,,,D,I,,N,N,N,,,,,Y,Y,N,,,N,BREA,0,,,,N,
C00069,C,100,C,0,-42032.25,0,0,13,2500,2500,0,Y,,N,0,,,,,1,0,0,0,0,N,N,0,0,0,,-1,N,USD,,0,0,N,,FT WASHINGTON,,US,FT WASHINGTON,,US,,,,-1,,,,,P,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,00:00.0,00:00.0,,-1,L,0,0,,,0,O,,,-1,-1,/aJkEu9+xYoUrzxQe1zMCw==,,21,Y,Y,,,N,,,N,,,-1,-1,,,N,N,PA,PA,,0,2,,,120000,SHIP 19034,,,,,N,,2108,,,,Y,Y,,,N,,N,,,N,,N,,CBBKUS6L,,-1,US,104000716,,,-1,,,,,N,,0,,,N,,,,N,,N,,,,C,,,,,,Y,Y,N,,,,,,,,,,,,,,BILL 19034,207120,www.dentadepot.com,3,1,,,,,N,,,,,,N,,,,D,,N,N,,B,,1,62,,,N,B,N,N,N,1,,,Y,,,,,,,N,,,,,,71,69,,3,,,L,N,N,,,,,,N,,,,,,,,,,,,,,,9,,N,,,0,Y,N,225248,115255,,,,,,,,,,,,,,,,,D,I,,N,N,N,,,,,Y,Y,N,,,N,BREA,0,,,,N,
C00298,C,100,C,0,0,0,0,19,2500,2500,0,Y,,N,0,,,,,1,0,0,0,0,N,N,0,0,0,,-1,N,USD,,0,0,N,,PETROPOLIS,,BR,PETROPOLIS,,BR,,,,-1,,,,,P,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,00:00.0,00:00.0,,-1,L,0,0,,,0,O,,,-1,-1,/aJkEu9+xYoUrzxQe1zMCw==,,21,Y,Y,,,N,,,N,,,-1,-1,,,N,N,,,,0,2,,,120100,SHIP 25615-412,,,,,N,,2337,,,,Y,Y,,,N,,N,,,N,,N,,CBBKUS6L,,-1,US,104000716,,,-1,,,,,N,,0,,,N,,,,N,,N,,,,C,,,,,,Y,Y,N,,,,,,,,,,,,,,BILL 25615-412,207120,,3,1,,,,,N,,,,,,N,,,,D,,N,N,,B,,1,1,,,N,B,N,N,N,1,,,Y,,,,,,,N,,,,,,71,298,,3,,,L,N,N,,,,,,N,,,,,,,,,,,,,,,9,,N,,,0,Y,N,225314,150842,,,,,,,,,,,,,,,,,D,I,,N,N,N,,,,,Y,Y,N,,,N,BREA,0,,,,N,
C00282,C,100,C,-102.81,0,0,0,19,2500,2500,0,Y,,N,0,,,,,1,0,0,0,0,N,N,0,0,0,,-1,N,USD,,-102.81,0,N,,KARABIGA MELLI,,TR,KARABIGA MELLI,,TR,,,,-1,,,,,P,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,00:00.0,00:00.0,,-1,L,0,0,,,0,O,,,-1,-1,/aJkEu9+xYoUrzxQe1zMCw==,,21,Y,Y,,,N,,,N,,,-1,-1,,,N,N,,,,0,2,,,120100,SHIP 7040,,,,,N,,2321,,,,Y,Y,,,N,,N,,,N,,N,,CBBKUS6L,,-1,US,104000716,,,-1,,,,,N,,0,,,N,,,,N,,N,,,,C,,,,,,Y,Y,N,,,,,,,,,,,,,,BILL 7040,207120,www.torosdental.com,3,1,,,,,N,,,,,,N,,,,D,,N,N,,B,,1,1,,,N,B,N,N,N,1,,,Y,,,,,,,N,,,,,,71,282,,3,,,L,N,N,,,,,,N,,,,,,,,,,,,,,,9,,N,,,0,Y,N,225312,150838,,,,,,,,,,,,,,,,,D,I,,N,N,N,,,,,Y,Y,N,,,N,BREA,0,,,,N,
V00006,S,101,C,0,0,0,0,13,5000,5000,0,Y,,N,0,,,,,2,0,0,0,0,N,N,0,0,0,,-1,N,USD,,0,0,N,,Chicago,,US,,,,,,,-1,,,,,P,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,00:00.0,00:00.0,,-1,L,0,0,,,0,O,,,-1,-1,/aJkEu9+xYoUrzxQe1zMCw==,,21,Y,Y,,,N,,,N,,,-1,-1,,,N,N,IL,,,0,2,,,200400,,,,,,N,,235,,,OUT-CHECK,Y,Y,,,N,,N,,,N,,N,,CBBKUS6L,,-1,US,104000716,,,-1,,,,,N,,0,,,N,,,,N,,N,,,,C,,,,,,Y,Y,N,,,,,,,,,,,,,,Bill-60694-4749,120600,,3,1,,,,,N,,,,,,N,,,,D,,N,N,,A,,1,1,,,N,B,N,N,N,1,,,Y,,,,,,,,,,,,,70,6,,3,,,L,N,N,,,,,,N,,,,,,,,,,,,,,,9,,N,,,0,Y,N,130807,105251,,,,,,,,,,,,,,,,,D,I,,N,N,N,,,,,Y,Y,N,,,N,BREA,0,,,,N,
C00601,C,105,C,0,-115.56,0,0,19,0,0,0,Y,,N,0,,,,,1,0,0,0,0,N,N,0,0,0,,-1,N,USD,,0,0,N,,San Rafael,,US,San Rafael,,US,,,,-1,,,,,P,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,00:00.0,00:00.0,,-1,L,0,0,,,0,I,,,-1,-1,/aJkEu9+xYoUrzxQe1zMCw==,,28,Y,Y,,,N,,,N,,,-1,-1,,,N,N,CA,CA,,0,2,,1,120000,SHIP 94901,,,,,N,,3152,,,,Y,Y,,,N,,N,,,N,,N,,CBBKUS6L,,-1,US,104000716,,,-1,,,,,N,,0,,,,,,,N,,N,,,,C,,,,,,Y,Y,N,,,,,,,,,,,,,,BILL 94901,207120,,3,1,,,,,N,,,,,,N,,,,D,,N,N,,B,,1,28,,,N,B,N,N,N,1,,,Y,,,,,,,,,,,,,71,601,,3,,,L,N,N,,,,,,N,,,,,,,,,,,,,,,9,,N,,,0,Y,N,122014,122024,,,,,,,,,,,,,,,,,D,I,,N,N,N,,,,,Y,Y,N,,,N,Brea,0,,,,N,
V00446,S,109,C,0,0,0,0,-1,,,,Y,,N,0,,,,,1,0,0,0,0,N,N,,0,0,,-1,N,USD,,0,0,N,,Light Industrial Zone,,IL,,,,,,,-1,,,,,P,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,00:00.0,00:00.0,,-1,L,0,0,,,0,I,,,-1,-1,/aJkEu9+xYoUrzxQe1zMCw==,,63,Y,Y,,,N,,,N,,,-1,-1,,,N,N,,,,0,2,,,200400,,,,,,N,,3385,,,OUT-CHECK,Y,Y,,,N,,N,,,N,,N,,CBBKUS6L,,-1,US,104000716,,,-1,,,,,N,,0,,,,,,,N,,N,,,,C,,,,,,Y,Y,N,,,,,,,,,,,,,,Bill,120600,,3,1,,,,,N,,,,,,N,,,,D,,N,N,,A,,1,63,,,N,B,N,N,N,1,,,Y,,,,,,,,,,,,,70,446,,3,,,L,N,N,,,,,,N,,,,,,,,,,,,,,,9,,N,,,0,Y,N,132726,153454,,,,,,,,,,,,,,,,,D,I,,N,N,N,,,,,Y,Y,N,,,N,Brea,0,,,,N,
V00267,S,115,C,0,0,0,0,1,0,0,0,Y,,N,0,,,,,1,0,0,0,0,N,N,0,0,0,,11,N,USD,,0,0,N,,,,US,,,,,,,-1,,,,,P,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,00:00.0,,,-1,L,0,0,,,0,I,,,-1,-1,/aJkEu9+xYoUrzxQe1zMCw==,,32,Y,Y,,,N,,,N,,,-1,-1,,,N,N,,,,0,2,,,200400,,,,,,N,,2630,,,OUT-CHECK,Y,Y,,,N,,N,,,N,,N,,CBBKUS6L,,-1,US,104000716,,,-1,,,,,N,,0,,,,,,,N,,N,,,,C,,,,,,Y,Y,N,,,,,,,,,,,,,,,120600,,3,1,,,,,N,,,,,,N,,,,D,,N,N,,A,,1,,,,N,B,N,N,N,1,,,Y,,,,,,,,,,,,,70,267,,3,,,L,N,N,,,,,,N,,,,,,,,,,,,,,,9,,N,,,0,Y,N,110013,,,,,,,,,,,,,,,,,,D,I,,N,N,N,,,,,Y,Y,N,,,N,Brea,0,,,,N,
C00546,C,103,C,195,0,0,0,1,0,0,0,Y,,N,0,,,,,1,0,0,0,0,N,N,0,0,0,,-1,N,USD,,195,0,N,,Staten Island,,US,Staten Island,,US,,,,-1,,,,,P,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,00:00.0,00:00.0,,-1,L,0,0,,,0,I,,,-1,-1,/aJkEu9+xYoUrzxQe1zMCw==,,28,Y,Y,,,N,,,N,,,-1,-1,,,N,N,NY,NY,,0,2,,,120000,SHIP 10306,,,,,N,,2992,,,,Y,Y,,,N,,N,,,N,,N,,CBBKUS6L,,-1,US,104000716,,,-1,,,,,N,,0,,,,,,,N,,N,,,,C,,,,,,Y,Y,N,,,,,,,,,,,,,,BILL 10306,207120,,3,1,,,,,N,,,,,,N,,,,D,,N,N,,B,,1,62,,,N,B,N,N,N,1,,,Y,,,,,,,,,,,,,71,546,,3,,,L,N,N,,,,,,N,,,,,,,,,,,,,,,9,,N,,,0,Y,N,180427,121120,,,,,,,,,,,,,,,,,D,I,,N,N,N,,,,,Y,Y,N,,,N,Brea,0,,,,N,
V00372,S,114,C,0,0,0,0,1,0,0,0,Y,,N,0,,,,,1,0,0,0,0,N,N,0,0,0,,11,N,USD,,0,0,N,,,,US,,,,,,,-1,,,,,P,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,00:00.0,,,-1,L,0,0,,,0,I,,,-1,-1,/aJkEu9+xYoUrzxQe1zMCw==,,32,Y,Y,,,N,,,N,,,-1,-1,,,N,N,,,,0,2,,,200400,,,,,,N,,3087,,,OUT-CHECK,Y,Y,,,N,,N,,,N,,N,,CBBKUS6L,,-1,US,104000716,,,-1,,,,,N,,0,,,,,,,N,,N,,,,C,,,,,,Y,Y,N,,,,,,,,,,,,,,,120600,,3,1,,,,,N,,,,,,N,,,,D,,N,N,,A,,1,,,,N,B,N,N,N,1,,,Y,,,,,,,,,,,,,70,372,,3,,,L,N,N,,,,,,N,,,,,,,,,,,,,,,9,,N,,,0,Y,N,142729,,,,,,,,,,,,,,,,,,D,I,,N,N,N,,,,,Y,Y,N,,,N,Brea,0,,,,N,
V00007,S,101,C,0,0,0,0,13,5000,5000,0,Y,,N,0,,,,,2,0,0,0,0,N,N,0,0,0,,-1,N,USD,,0,0,N,,OXNARD,,US,,,,,,,-1,,,,,P,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,00:00.0,00:00.0,,-1,L,0,0,,,0,O,,,-1,-1,/aJkEu9+xYoUrzxQe1zMCw==,,21,Y,Y,,,N,,,N,,,-1,-1,,,N,N,CA,,,0,2,,,200400,,,,,,N,,236,,,OUT-CHECK,Y,Y,,,N,,N,,,N,,N,,CBBKUS6L,,-1,US,104000716,,,-1,,,,,N,,0,,,N,,,,N,,N,,,,C,,,,,,Y,Y,N,,,,,,,,,,,,,,Bill-93030,120600,,3,1,,,,,N,,,,,,N,,,,D,,N,N,,A,,1,1,,,N,B,N,N,N,1,,,Y,,,,,,,,,,,,,70,7,,3,,,L,N,N,,,,,,N,,,,,,,,,,,,,,,9,,N,,,0,Y,N,130807,105251,,,,,,,,,,,,,,,,,D,I,,N,N,N,,,,,Y,Y,N,,,N,BREA,0,,,,N,
