ItemCode,Item Description,Category
24025,Rodin EnVision Veneer Resin  Shade A1  600g bottle,3D Resin
24026,Rodin EnVision Veneer Resin  Shade B1  600g bottle,3D Resin
24027,Rodin Veneer Cement  Clear  3g syringe,3D Resin
24028,Rodin Veneer Cement  White  3g syringe,3D Resin
24029,Rodin Veneer Cement  White Opaque  3g syringe,3D Resin
24030,Rodin Veneer Cement  Yellow  3g syringe,3D Resin
24031,"Rodin Glaze N2-Free, 1 x 5 mL Bottle",3D Resin
24033,Rodin Palette N2-Free Chromas Kit: 4 x 1 mL Syringes  (A-Base  B-Base  C-Base  D-Base),3D Resin
24034,Rodin Palette N2-Free Incisal Kit:  2x 1mL Syringes  (Blue  Violet ),3D Resin
24035,Rodin Palette N2-Free Gingival Kit:  4 x 1mL Syringes (Red  Pink  Red Pink  Magenta),3D Resin
24036,Rodin Palette Colors N2-Free Kit,3D Resin
24037,Rodin Palette N2-Free Refill  A-Base Light Cure Acrylic  1 x  1 mL Syringe,3D Resin
24038,Rodin Palette N2-Free Refill  B-Base Light Cure Acrylic  1 x  1 mL Syringe,3D Resin
24039,Rodin Palette N2-Free Refill  C-Base Light Cure Acrylic  1 x  1 mL Syringe,3D Resin
24040,Rodin Palette N2-Free Refill  D-Base Light Cure Acrylic  1 x  1 mL Syringe,3D Resin
24041,Rodin Palette N2-Free Refill  Blue Light Cure Acrylic  1 x  1 mL Syringe,3D Resin
24042,Rodin Palette N2-Free Refill  Red Light Cure Acrylic  1 x  1 mL Syringe,3D Resin
24043,Rodin Palette N2-Free Refill  Violet Light Cure Acrylic  1 x  1 mL Syringe,3D Resin
24044,Rodin Palette N2-Free Refill  White Light Cure Acrylic  1 x  1 mL Syringe,3D Resin
24045,Rodin Palette N2-Free Refill  Yellow Light Cure Acrylic  1 x  1 mL Syringe,3D Resin
24046,Rodin Palette N2-Free Refill  Dark Brown Light Cure Acrylic  1 x  1 mL Syringe,3D Resin
24047,Rodin Palette N2-Free Refill  Orange Brown Light Cure Acrylic  1 x  1 mL Syringe,3D Resin
24048,Rodin Palette N2-Free Refill  Cream Light Cure Acrylic  1 x  1 mL Syringe,3D Resin
24049,Rodin Palette N2-Free Refill  Pink Light Cure Acrylic  1 x  1 mL Syringe,3D Resin
24050,Rodin Palette N2-Free Refill  Magenta Light Cure Acrylic  1 x  1 mL Syringe,3D Resin
24051,Rodin Palette N2-Free Refill  Black Light Cure Acrylic  1 x  1 mL Syringe,3D Resin
24052,Rodin Palette N2-Free Refill  Red Pink Light Cure Acrylic  1 x  1 mL Syringe,3D Resin
27494,Metrex/Kerr Syringe Tip-Take 1 Advanced Wash For Kerr,Impression & Accs
34228,CARTON- T1A LB WASH FS 2PK,Impression & Accs
Oct-11,Metrex/Kerr Totalcare Angle,Preventive
Oct-14,Metrex/Kerr Disposable Prophy Angle Blue Shell Dark Blue Pad Soft Cup,Preventive
Oct-17,Metrex/Kerr Disposable Prophy Angle Black Shell Purple Pad Firm Cup,Preventive
Oct-18,Metrex/Kerr Disposable Prophy Angle Black Shell Hot Pink Pad Firm Cup,Preventive
Oct-19,Metrex/Kerr Disposable Prophy Angle Black Shell Teal Pad Firm Cup,Preventive
Oct-21,Metrex/Kerr Disposable Prophy Angle Black Shell Purple Pad Soft Cup,Preventive
Oct-22,Metrex/Kerr Disposable Prophy Angle Black Shell Hot Pink Pad Soft Cup,Preventive
Oct-23,Metrex/Kerr Disposable Prophy Angle Black Shell Teal Pad Soft Cup,Preventive
Oct-24,Metrex/Kerr Disposable Prophy Angle Blue Shell Dark Blue Pad Pointed Brush,Preventive
Oct-28,Metrex/Kerr Petite Pearl Disposable Prophy Angle Soft Cup,Preventive
Oct-29,Metrex/Kerr Petite Pearl Disposable Prophy Angle Firm Cup,Preventive
Oct-31,Metrex/Kerr Petite Pearl Disposable Prophy Angle Soft Cup,Preventive
47723,GINGICOMPOSITE UNIT DOSE REFILL - 20 COMPULES SHADE A3,Cosmetic&Restoration
47725,GINGICOMPOSITE UNIT DOSE REFILL - 20 COMPULES SHADE B1,Cosmetic&Restoration
47729,GINGICOMPOSITE UNIT DOSE REFILL - 20 COMPULES SHADE C2,Cosmetic&Restoration
47730,GINGICOMPOSITE UNIT DOSE REFILL - 20 COMPULES UNIVERSAL,Cosmetic&Restoration
48203,"GingiComp Flow 4-PK, A3",Gingi-Pak
48254,"P9 BLACK 01 LDPE 04, CAP FOR TUBE TP 9 040A, 100/PK",Components
50500,Dentsply Universal Sensor Coverbulk,Infection Control
050500,"Universal Sensor Cover, Bulk, 250pcs/Bag.",Infection Control
56008,Ultradent OpalCups Variety 5-Pack  (5 Finishing 5 Bristle),Preventive
56881,"TP 9 040 A TRANSP PP, 100/PK",Components
57549,"UB 200X25/1 K TRANSP PP, 1 PIECE",Components
57783,"UB 18X69X7/1 TRANSP PP, 100PK",Components
61075,PRESSURE FINGER FOR BURS,Others
70004,CN1969 - Urethane Methacrylate Oligomer,Raw Mats and Spares
70008,Diacryl 101,Raw Mats and Spares
70009,ETMPTA,Raw Mats and Spares
70012,CAMPHORQUINONE (CQ),Raw Mats and Spares
70013,EXP-0563 - Urethane Methacrylate Oligomer,Raw Mats and Spares
70029,GLYCEROL DIMETHACRYLATE,Raw Mats and Spares
70046,Aerosil R972,Raw Mats and Spares
70059,EXP-0564 - Urethane Methacrylate Oligomer,Raw Mats and Spares
70062,"Isopropyl Alcohol, 99 Percent, USP",Raw Mats and Spares
70065,SG-NBAG5000GBFCMP1D,Raw Mats and Spares
70141,SG-YBF100WSCMP10,Raw Mats and Spares
70770,Raw Pigment - PYLAM Yellow 528241,Raw Mats and Spares
70771,Raw Pigment - PYLAM RED 524241,Raw Mats and Spares
70892,UNTREATED FILLER - GM31684 3.5µm,Raw Mats and Spares
74780,Metrex/Kerr Mixing Well,Impression & Accs
79917,Metrex/Kerr Dispensing Tips Yellow 20 Ga. Bulk,Impression & Accs
80211,"Needleless injection site, swabbable, female luer lock to barb connector",Components
82001,"PROGUARD 70% HAND SANITIZER, SINGLE USE 48 PCS/BAG",Infection Control
82012,"iBrite Hand Sanitizer Advanced Moisturizing Gel, 2 oz.",Infection Control
82016,"iBrite Hand Sanitizer Advanced Moisturizing Gel, 16 oz.",Infection Control
82102,"PROGUARD 70% HAND SANITIZER GEL, 2 OZ",Infection Control
82116,"PROGUARD 70% HAND SANITIZER GEL, 16 OZ.",Infection Control
82128,"iBrite Hand Sanitizer Advanced Moisturizing Gel, 1 gallon per bottle",Infection Control
83004,"Pac-Dent ProGuard Hand Sanitizer Spray, 4 oz., 4 bottles per pack",Infection Control
83027,"Pac-Dent ProGuard Hand Sanitizer Spray, 27.05 oz",Infection Control
90736,"DISPOSABLEOSABLEBLE-SHIELD, RDH FREE, SAMPLE",Infection Control
90737,REVOLV ANGLE SAMPLE PACK,Preventive
90789,Dentsply Disposa-Shield Cordless Prophy System Inner Mod Sample Pack,Infection Control
94400,"Medicom DentiCare Swivel DPA, Sample Packs, 3/Pack, 500/Case",Preventive
96905,Ultradent Bur Opalcups Bristle,Preventive
96910,Ultradent Bur Opalcups Finishing,Preventive
102272,102272 LOT212-20 Intra Oral Tip,Impression & Accs
102493,"102493 4:1, 10:1 Brown, orange elements taper mixing tape",Cosmetic&Restoration
110351,Pac-Dent HP Mixing Tips Blue (orange inside),Impression & Accs
110352,"BLUE (ORANGE INSIDE), 50 PCS. PER PACKAGE",Impression & Accs
120086,Dentsply Tip Standard Sani-Tip,Preventive
120087,Dentsply Sani-Tip Tips Mini,Preventive
120126,Dentsply Sleeve A-W Syringe,Infection Control
122210,Dentsply Sani-Tip Disposable Aws Tip - Regular Pack  Tip Length = 76Mm,Preventive
122211,Dentsply Sani-Tip Disposable Aws Tip - Regular Pack  Tip Length = 76Mm,Preventive
122212,Dentsply Sani-Tip Disposable Aws Tip - Regular Pack  Tip Length = 76Mm,Preventive
122213,Dentsply Sani-Tip Disposable Aws Tip - Bulk Pack Tip Length = 76Mm,Preventive
122214,Dentsply Sani-Tip Disposable Aws Tip - Bulk Pack Tip Length = 76Mm,Preventive
122215,Dentsply Sani-Tip Disposable Aws Tip - Bulk Pack Tip Length = 76Mm,Preventive
122218,Dentsply Sani-Tip Mini Disposable Aws Tip -  Regular Pack  Mini Tip Length = 57Mm,Preventive
128650,DISPENSER 50ML 1:1/2:1. PDI#MP-01,Impression & Accs
130010,Dentsply Sani Shield Sleeves,Infection Control
130080,Dentsply NUPRO Fluor Tray Pedo,Impression & Accs
130081,Dentsply NUPRO Fluor Tray Small,Impression & Accs
130082,Dentsply NUPRO Fluor Tray Medium,Impression & Accs
130083,Dentsply NUPRO Fluor Tray Large,Impression & Accs
131101,EZAim Autoclavable Anterior Positioning Arm Blue - Compared to XCP/BAI 540857,X-Ray Accessories
131102,EZAim Autoclavable Bitewing Positioning Arm Red - Compared to XCP/BAI 540927,X-Ray Accessories
131103,EZAim Autoclavable Posterior Positioning Arm Yellow - Compared to XCP/BAI 540858,X-Ray Accessories
131104,EZAim Autoclavable Endo Positioning Arm Green - Compared to XCP/BAI 550597,X-Ray Accessories
131105,EZAim Autoclavable Anterior Positioning Ring Blue - Compared to XCP/BAI 540865,X-Ray Accessories
131106,EZAim Autoclavable Bitewing Positioning Ring Red - Compared to XCP/BAI 540934,X-Ray Accessories
131107,EZAim Autoclavable Posterior Positioning Ring Yellow - Compared to XCP/BAI 540860,X-Ray Accessories
131108,EZAim Autoclavable Endo Positioning Ring Green - Compared to XCP/BAI 550598,X-Ray Accessories
131109,EZAim Disposable Adhesive Sensor Holder Anterior Blue  - Compared to Xios Plus 6176510,X-Ray Accessories
131110,EZAim Disposable Adhesive Sensor Holder Posterior Yellow - Compared to Xios Plus 6176528,X-Ray Accessories
131111,EZAim Disposable Adhesive Sensor Holder Bitewing Red - Compared to Xios Plus 6176536,X-Ray Accessories
131112,EZAim Disposable Adhesive Sensor Holder Endo Universal Green  - Compared to Xios Plus 6176544,X-Ray Accessories
131113,EZAim Disposable Adhesive Bite Tab Holders Universal Red - Compared to Schick AimRight B1073051,X-Ray Accessories
131114,EZAim X-Ray Positioning System Intro Kit,X-Ray Accessories
131115,"Ezaim Softbite Disposable Adhesive Cushioned Bite Tab Holders, Universal Red, 100/bx",X-Ray Accessories
131116,"EzAim Individually Cut Adhesive Sensor Holder Anterior Blue, 50/pk",X-Ray Accessories
131117,"EzAim Individually Cut Adhesive Sensor Holder Anterior White, 50/pk",X-Ray Accessories
131118,"EzAim Individually Cut Adhesive Sensor Holder Bitewing Red, 50/pk",X-Ray Accessories
131119,"EzAim Individually Cut Adhesive Sensor Holder Bitewing Blue, 50/pk",X-Ray Accessories
131120,"EzAim Individually Cut Adhesive Sensor Holder Posterior Yellow, 50/pk",X-Ray Accessories
131201,EasyProp Disposable Mouth Props Compared to EZ-Prop® 100 pcs/box,X-Ray Accessories
131202,SureHold Disposable X-Ray Film Holder 100/box,X-Ray Accessories
131203,PropBlock Disposable Bite Blocks 100/box,X-Ray Accessories
131301,"Softedge Cushions Fits Long Edge Of Size 2 Film And Sensors, Large Blue, 300/box",X-Ray Accessories
131302,"Softedge Cushions Fits Short Edge Of Size 1-2 Film And All 0-1 Sensors, Small White, 300/box",X-Ray Accessories
151588,Patterson S-dispener,Cosmetic&Restoration
154640,"T-MIXER, 2.5X10,1:1/2:1, PDI # TM-267",Impression & Accs
159122,GLO Single Patient Chairside Kit 24%,Whitening
159124,GLO Single Patient Chairside Kit 30%,Whitening
162079,FC0000160 Composite Capsule 03 black bulk non-sterile,Impression & Accs
162082,"FC 0000199 Comp/Needle Capsule plug black, symmetric",Impression & Accs
164549,"FC0000101  Capsule black, unfilled unprinted",Impression & Accs
165788,"SULZER MIXPAC T-MIXER COLIBRI PLUS BREAKABLE, 100PCS, 250 PCS/CARTON",Impression & Accs
169122,GLO New Single Patient Chairside Kit 24%,Whitening
169124,GLO New Single Patient Chairside Kit 30%,Whitening
0200820,"LABEL, SYRINGE KOOL WHITE CP 15%",Components
212101,"Antisplatr Flex Slim Disposable Prophy Angle, 90 Degree, Flex Cup, 200ct",Preventive
212102,"Antisplatr Flex Slim Disposable Prophy Angle Bulk Pack, 90 Degree, Flex Cup, 1,200ct",Preventive
212103,"AntiSplatr Flex Ergo Slim Disposable Prophy Angle, Contra Angle, Flex Cup, 200ct",Preventive
212104,"Antisplatr Flex Ergo Slim Disposable Prophy Angle Bulk Pack, Contra Angle, Flex Cup, 1,200ct",Preventive
240012,"Applicator Swabs Refill, 100/pk",3D Resin
240013,"Yellow 1:1 Wide Mouth Mixing Tips Refill, 48 PK",3D Resin
258113,GLO SCIENCE PRO TAKE HOME KIT,Whitening
258114,GLO Science Pro Contorl,Whitening
258117,GUM HEALTH MOUTHPIECE,Whitening
258126,GLO Pro To Go,Whitening
259120,"GLO Pop Whitening Kit, 10 X 7%Hp Gvial, Sephora Item#1703859",Whitening
259122,"259122, GLO PROFESSIONAL 2 PATIENT CHAIRSIDE WHITENING KIT (24%)",Whitening
259124,GLO Professional 2 Patient Chairside Whitening Kit (30%),Whitening
260200,"ProPaste, 200 x Coarse mint paste cups & 2 plastic autoclavable prophy rings",Preventive
261200,"ProPaste, 200 x Medium mint paste cups & 2 plastic autoclavable prophy rings",Preventive
262200,"ProPaste, 200 x Coarse cherry paste cups 2 plastic autoclavable prophy rings",Preventive
263200,"ProPaste, 200 x Med cherry paste cups & 2 plastic autoclavable prophy rings",Preventive
264200,"ProPaste, 200 x Coarse assorted paste cups& 2 plastic autoclavable prophy rings",Preventive
265200,"ProPaste, 200 x Med assorted paste cups & 2 plastic autoclavable prophy rings",Preventive
266200,"ProPaste, 200 x Fine bubble gum paste cups& 2 plastic autoclavable prophy rings",Preventive
268200,"ProPaste, 200 x Med strawberry paste cups & 2 plastic autoclavable prophy rings",Preventive
269828,"1.024"" WIDE X 0.0015"" THICK, COIL GRAY",Components
269829,"1.024"" WIDE X 0.0015"" THICK, COIL RED",Components
269830,"1.024"" WIDE X 0.0015"" THICK, COIL BLUE",Components
269831,"1.024"" WIDE X 0.0015"" THICK, COIL GREEN",Components
269832,"1.024"" WIDE X 0.0015"" THICK, COIL BLACK",Components
270200,"ProPaste, 200 x Coarse grape paste cups & 2 plastic autoclavable prophy rings",Preventive
271200,"ProPaste, 200 x Coarse xylitol free paste cups & 2 plastic autoclavable prophy rings",Preventive
295830,Sleeve For Infinity Handpiece,Infection Control
295831,Sleeve For Infinity Handpiece,Infection Control
311106,GLO Science Pro Take Home Kit With Gvial 2.0,Whitening
321101,"iBrite 9%HP Whitening Kit (4 X 1.2 Ml Syringe, 4 X Tips, 1 X Tray And 1 X Shade Guide)",Whitening
358124,"GLO Autoclavable Hardware Kit, Includes Autoclavable Mouthpiece",Whitening
411101,iMatrix-Disposable disposable matrix bands 6 mm wide universal shape Stainless steel Blue 50/box,Cosmetic&Restoration
411102,iMatrix-Disposable disposable matrix bands 4.5 mm narrow universal shape Stainless steel Teal 50/box,Cosmetic&Restoration
411103,iMatrix-Disposable disposable matrix bands 6 mm wide curved shape Stainless steel Orange 50/box,Cosmetic&Restoration
411104,iMatrix-Disposable disposable matrix bands 4.5 mm narrow curved shape Stainless steel Yellow 50/box,Cosmetic&Restoration
411105,iMatrix-Disposable disposable matrix bands 6 mm wide universal shape Mylar Red 50/box,Cosmetic&Restoration
411201,iMatrix Clear Sectional Matrix System Starter Kit,Cosmetic&Restoration
411202,iMatrix Clear Sectional Matrix System Intro Kit,Cosmetic&Restoration
411203,iMatrix Clear Ring Refill 1 yellow narrow and 1 green standard,Cosmetic&Restoration
411204,iMatrix Clear Ring Refill 2 x  clear green standard rings,Cosmetic&Restoration
411205,iMatrix Clear Ring Refill 2 x  clear yellow narrow rings,Cosmetic&Restoration
411206,iMatrix Clear Red Mylar Matrices Refill 100 x Clear Red Mylar Matrices 4.5 mm,Cosmetic&Restoration
411207,iMatrix Clear Blue Mylar Matrices Refill 100 x Clear Blue Mylar Matrices 5.5 mm,Cosmetic&Restoration
411208,iMatrix Clear Green Mylar Matrices Refill 100 x Clear Green Mylar Matrices 6.5 mm,Cosmetic&Restoration
411209,iMatrix Clear Yellow Small Wedge Refill 100 x Clear Yellow Small Wedges,Cosmetic&Restoration
411210,iMatrix Clear Blue Medium Wedge Refill 100 x Clear Blue Medium Wedges,Cosmetic&Restoration
411211,iMatrix Clear Orange Large Wedge Refill 100 x Clear Orange Large Wedges,Cosmetic&Restoration
411212,iMatrix Clear Refill composite polishing kit: 12 x polishers,Cosmetic&Restoration
411301,"iMatrix™ Coated Dark Blue Matrices Refill, 100 x coated Matrices 3.5mm",Cosmetic&Restoration
411302,"iMatrix™ Coated Red Matrices Refill, 100 x coated Matrices 4.5mm",Cosmetic&Restoration
411303,"iMatrix™ Coated Blue Matrices Refill, 100 x coated Matrices 5.5mm",Cosmetic&Restoration
411304,"iMatrix™ Coated Green Matrices Refill, 100 x coated Matrices 6.5mm",Cosmetic&Restoration
411305,"iMatrix™ Coated Dark Gray Matrices Refill, 100 x coated Matrices 7.5mm",Cosmetic&Restoration
412101,"Pac-Dent iFlo™ Microcapillary Tips, 100/pk",Cosmetic&Restoration
441101,Porcelain Etching Gel 4 x 1.2 ml syringe w/ 8 x pre-bent needle tips,Cosmetic&Restoration
450102,Pac-Dent OptiFlow Flowable Composites Shade: A2,Cosmetic&Restoration
450103,Pac-Dent OptiFlow Flowable Composites Shade: A3.5,Cosmetic&Restoration
450104,Pac-Dent OptiFlow Flowable Composites Shade: A3,Cosmetic&Restoration
450105,Pac-Dent OptiFlow Flowable Composites 4 x 1.5 gm syringes  A1/B1,Cosmetic&Restoration
450107,Pac-Dent OptiFlow Flowable Composites Shade: B2,Cosmetic&Restoration
450115,Pac-Dent OptiFlow Flowable Composites Incisal,Cosmetic&Restoration
451101,Rodin Luting Cement Starter Kit,Cosmetic&Restoration
451102,Rodin Luting Cement Refill,Cosmetic&Restoration
451103,Rodin Luting Cement Refill,Cosmetic&Restoration
451104,Rodin Luting Cement Refill,Cosmetic&Restoration
451105,Rodin Luting Cement Refill,Cosmetic&Restoration
451107,Rodin Try-in Gel Refill: 1 x 3g Try-in Gel syringe  Clear,Cosmetic&Restoration
451108,Rodin Try-in Gel Refill: 1 x 3g Try-in Gel syringe  White,Cosmetic&Restoration
451109,Rodin Try-in Gel Refill: 1 x 3g Try-in Gel syringe  White Opaque,Cosmetic&Restoration
451110,Rodin Try-in Gel Refill: 1 x 3g Try-in Gel syringe  Yellow,Cosmetic&Restoration
452201,Rodin InteCem Intermediate Restorative Material Compare to Dentsply IRM,Cosmetic&Restoration
453101,Rodin TempClear Temporary Cement 2 x automix syringes (11.8 g each) 20 x mixing tips,Cosmetic&Restoration
458113,GLO Science Pro Take Home Kit With Gvial 2.0,Whitening
471101,Rodin Bond Dental Adhesive Bottle Kit,Cosmetic&Restoration
471102,Rodin Bond Dental Adhesive- 5mL Bottle Refill,Cosmetic&Restoration
471103,Rodin Bond 100pk Unit Dose Refill - 100 x Rodin Bond 0.1 mL Unit Dose,Cosmetic&Restoration
471201,Silane Primer 1 x 5ml bottle,Cosmetic&Restoration
481101,SensiGuard Desensitizer - 5mL Bottle Refill,Cosmetic&Restoration
481102,Rodin Bond Dental Adhesive Unit Dose Kit,Cosmetic&Restoration
481103,SensiGuard Desensitizer 100pk Unit Dose Refill - 100 x  SensiGuard 0.1 mL Unit Dose,Cosmetic&Restoration
518210,Pearson Disp. Prophy angle white firm,Preventive
518610,Pearson Disp. Prophy angle gray soft,Preventive
532101,"Universal Digital Sensor Cover X-Small Size 0 1-1/2"" x 8"" 500/box",Infection Control
532102,"Universal Digital Sensor Cover Medium Size 1 1-3/4"" x 8"" 500/box",Infection Control
532103,"Universal Digital Sensor Cover Large Size 2 2-3/8"" x 8"" 500/box",Infection Control
532104,"Universal Digital Sensor Cover X-Large Size 2 2-1/2 x 10"" 500/box",Infection Control
532201,"Armor Universal Curing Light Shields, 400/BX",Infection Control
541101,SureTight Air/Water Syringe Tips Clear 200/pk,Infection Control
541102,SureTight Air/Water Syringe Tips Clear 1500/pk,Infection Control
552710,Dentsply PSP Envelope Size #0 Dispenser,Infection Control
552711,Dentsply PSP Envelope Size #1 Dispenser,Infection Control
552712,Dentsply PSP Envelope Size #2 Dispenser,Infection Control
552713,Dentsply PSP Envelope Size #3 Dispenser,Infection Control
552714,Dentsply PSP Envelope Size #2 Dispenser,Infection Control
552715,Dentsply PSP Envelopes  Size #2,Infection Control
631101,Opti-Quad Full Quadrant Dual Arch Metal Reinforced Bite Tray 50/box,Impression & Accs
631102,Opti-Quad XL Extra Long Double Arch Metal Reinforced Bite Tray 40/box,Impression & Accs
631103,Opti-Quad Anterior Double Arch Metal Reinforced Bite Trays 50/box,Impression & Accs
644060,Dentsply Smrtlt Max Disp Shield Refill,Infection Control
644402,Dentsply Smartlite Pro Sleeve Ref,Infection Control
644434,Dentsply SLP Ea Barrier Sleeve,Infection Control
647579,"Platinum Whitening Kit, Dastmalchi",Whitening
659122,"GLO 6 Patient Chairside Kit ( New User Manual ), 24%Hp",Whitening
659124,"GLO 6 Patient Chairside Kit (New User Manual), 30% Hp",Whitening
659126,"GLO 6 Patient Chairside Kit (New User Manual), 30% Hp (Mixed 30% And 24%)",Whitening
669122,"GLO New 6 Patient Chairside Kit ( New User Manual ), 24%Hp",Whitening
669124,"GLO New 6 Patient Chairside Kit (New User Manual), 30% Hp",Whitening
669126,"GLO New 6 Patient Chairside Kit (New User Manual), 30% Hp (Mixed 30% And 24%)",Whitening
670050,Air Water Syringe Sleeve W/ Rubber Bands,Infection Control
670250,"HIGH SPEED SHORT SLEEVE W/RUBBER BANDS, 500/PK, 20 PKS/CASE",Infection Control
670350,Light Handle Sleeve W/ No Rubber Bands,Infection Control
670450,Low Speed Sleeve W Rubber Bands,Infection Control
678536,Dentsply DP Dispenser Barrier Sleeve,Infection Control
719453,Dentsply DS-01 Yellow Tip,Impression & Accs
726382,Dentsply IO Tip (5.40D)Iot,Impression & Accs
749453,YELLOW IO IOP,Impression & Accs
940305,"Gingicap large, 1000/pk",Components
940306,"Gingicap regular, 1000/pk",Components
952101,FlexCann Bendable Closed-Ended Cannula Double-Side Port 31 Ga 27 mm blue 50/pk,Endodontic
952102,FlexCann Bendable Closed-Ended Cannula Double-Side Port 31 Ga 21 mm white 50/pk,Endodontic
952201,iVac PeekSonic Tips 0.25 28mm red 20/pk,Endodontic
965048,Dentsply DPA  Contra-SpiralNPR Revolv,Preventive
965064,Dentsply NUPRO Freedom Slim DPA  Soft 90 Econo,Preventive
965065,Dentsply NUPRO Freedom Slim DPA  Spiral 90 Econo,Preventive
965066,Dentsply NUPRO Freedom Slim DPA  Contra Spiral Econo,Preventive
965067,Dentsply NUPRO Revolv Slim DPA  Soft 90 Econo,Preventive
965068,Dentsply NUPRO Revolv Slim DPA  Spiral 90 Econo,Preventive
965069,Dentsply NUPRO Revolv Slim DPA  Contra Spiral Econo,Preventive
965211,DENTSPLY NUPRO REVOLV CONTRA ANGLE 200/BOX 4 BOXES/CASE,Preventive
965212,Dentsply NUPRO Revolv Contra Multi (PD),Preventive
965213,Dentsply NUPRO Revolv Contramulti-Econo (PD),Preventive
965250,Dentsply NUPRO Revolv 90D Soft Multi (PD),Preventive
965251,Dentsply NUPRO Revolv 90 Soft Multi-Econo (PD),Preventive
965252,Dentsply NUPRO Revolv 90D Firm Multi (PD),Preventive
965253,Dentsply NUPRO Revolv 90 Firm Multi-Econo (PD),Preventive
965254,Dentsply NUPRO Revolv 90D Sprl Multi (PD),Preventive
965255,Dentsply NUPRO Revolv 90 Sprl Multi-Econo (PD),Preventive
965256,Dentsply NUPRO Revolv 90D Pedo Multi (PD),Preventive
965258,Dentsply NUPRO Revolv 90D Pntd Multi (PD),Preventive
965259,Dentsply NUPRO Revolv 90D Brsh Multi (PD),Preventive
965262,Dentsply NUPRO Revolv Slim Contra Spiral DPA  (PD),Preventive
965263,Dentsply NUPRO Revolv Slim 90 Degree Soft DPA  (PD),Preventive
965264,Dentsply NUPRO Revolv Slim 90 Degree Spiral DPA  (PD),Preventive
